iri,label,type,source
http://id.nlm.nih.gov/mesh/D009393,Nephritis,http://id.nlm.nih.gov/mesh/D004194,https://purl.humanatlas.io/graph/hra-lit
http://id.nlm.nih.gov/mesh/D007674,Kidney Diseases,http://id.nlm.nih.gov/mesh/D004194,https://purl.humanatlas.io/graph/hra-lit
http://id.nlm.nih.gov/mesh/D018500,"Diabetes Insipidus, Nephrogenic",http://id.nlm.nih.gov/mesh/D004194,https://purl.humanatlas.io/graph/hra-lit
http://id.nlm.nih.gov/mesh/D002292,"Carcinoma, Renal Cell",http://id.nlm.nih.gov/mesh/D004194,https://purl.humanatlas.io/graph/hra-lit
http://id.nlm.nih.gov/mesh/D009394,"Nephritis, Hereditary",http://id.nlm.nih.gov/mesh/D004194,https://purl.humanatlas.io/graph/hra-lit
http://id.nlm.nih.gov/mesh/D007680,Kidney Neoplasms,http://id.nlm.nih.gov/mesh/D004194,https://purl.humanatlas.io/graph/hra-lit
http://id.nlm.nih.gov/mesh/D005921,Glomerulonephritis,http://id.nlm.nih.gov/mesh/D004194,https://purl.humanatlas.io/graph/hra-lit
http://id.nlm.nih.gov/mesh/D000098985,Emphysematous Pyelonephritis,http://id.nlm.nih.gov/mesh/D004194,https://purl.humanatlas.io/graph/hra-lit
http://id.nlm.nih.gov/mesh/D001449,Balkan Nephropathy,http://id.nlm.nih.gov/mesh/D004194,https://purl.humanatlas.io/graph/hra-lit
http://id.nlm.nih.gov/mesh/D007673,Kidney Cortex Necrosis,http://id.nlm.nih.gov/mesh/D004194,https://purl.humanatlas.io/graph/hra-lit
http://id.nlm.nih.gov/mesh/D016263,AIDS-Associated Nephropathy,http://id.nlm.nih.gov/mesh/D004194,https://purl.humanatlas.io/graph/hra-lit
http://id.nlm.nih.gov/mesh/D017624,WAGR Syndrome,http://id.nlm.nih.gov/mesh/D004194,https://purl.humanatlas.io/graph/hra-lit
http://id.nlm.nih.gov/mesh/D005923,"Glomerulosclerosis, Focal Segmental",http://id.nlm.nih.gov/mesh/D004194,https://purl.humanatlas.io/graph/hra-lit
http://id.nlm.nih.gov/mesh/D006869,Hydronephrosis,http://id.nlm.nih.gov/mesh/D004194,https://purl.humanatlas.io/graph/hra-lit
http://purl.obolibrary.org/obo/DOID_10952,nephritis,http://purl.obolibrary.org/obo/DOID_4,https://purl.humanatlas.io/graph/hra-lit
http://purl.obolibrary.org/obo/MONDO_0005240,kidney disease,http://purl.obolibrary.org/obo/MONDO_0000001,https://purl.humanatlas.io/graph/hra-lit
http://purl.obolibrary.org/obo/HP_0009806,Nephrogenic diabetes insipidus,http://purl.obolibrary.org/obo/HP_0000118,https://purl.humanatlas.io/graph/hra-lit
http://purl.obolibrary.org/obo/HP_0006770,Clear cell renal cell carcinoma,http://purl.obolibrary.org/obo/HP_0000118,https://purl.humanatlas.io/graph/hra-lit
http://purl.obolibrary.org/obo/MONDO_0005334,hereditary nephritis,http://purl.obolibrary.org/obo/MONDO_0000001,https://purl.humanatlas.io/graph/hra-lit
http://purl.obolibrary.org/obo/MONDO_0002367,kidney cancer,http://purl.obolibrary.org/obo/MONDO_0000001,https://purl.humanatlas.io/graph/hra-lit
http://purl.obolibrary.org/obo/MONDO_0002462,glomerulonephritis,http://purl.obolibrary.org/obo/MONDO_0000001,https://purl.humanatlas.io/graph/hra-lit
