iri,label,type,source
http://purl.obolibrary.org/obo/HP_0005576,Tubulointerstitial fibrosis,http://purl.obolibrary.org/obo/HP_0000118,https://purl.humanatlas.io/vocab/hp
http://purl.obolibrary.org/obo/HP_0012622,Chronic kidney disease,http://purl.obolibrary.org/obo/HP_0000118,https://purl.humanatlas.io/vocab/hp
http://purl.obolibrary.org/obo/HP_0000790,Hematuria,http://purl.obolibrary.org/obo/HP_0000118,https://purl.humanatlas.io/vocab/hp
http://purl.obolibrary.org/obo/HP_0000126,Hydronephrosis,http://purl.obolibrary.org/obo/HP_0000118,https://purl.humanatlas.io/vocab/hp
http://purl.obolibrary.org/obo/HP_0000003,Multicystic kidney dysplasia,http://purl.obolibrary.org/obo/HP_0000118,https://purl.humanatlas.io/vocab/hp
http://purl.obolibrary.org/obo/HP_0003774,Stage 5 chronic kidney disease,http://purl.obolibrary.org/obo/HP_0000118,https://purl.humanatlas.io/vocab/hp
http://purl.obolibrary.org/obo/HP_0000097,Focal segmental glomerulosclerosis,http://purl.obolibrary.org/obo/HP_0000118,https://purl.humanatlas.io/vocab/hp
http://purl.obolibrary.org/obo/HP_0004719,Hyperechogenic kidneys,http://purl.obolibrary.org/obo/HP_0000118,https://purl.humanatlas.io/vocab/hp
http://purl.obolibrary.org/obo/HP_0005565,Reduced renal corticomedullary differentiation,http://purl.obolibrary.org/obo/HP_0000118,https://purl.humanatlas.io/vocab/hp
http://purl.obolibrary.org/obo/HP_0001967,Diffuse mesangial sclerosis,http://purl.obolibrary.org/obo/HP_0000118,https://purl.humanatlas.io/vocab/hp
http://purl.obolibrary.org/obo/HP_0012579,Minimal change glomerulonephritis,http://purl.obolibrary.org/obo/HP_0000118,https://purl.humanatlas.io/vocab/hp
http://purl.obolibrary.org/obo/HP_0000787,Nephrolithiasis,http://purl.obolibrary.org/obo/HP_0000118,https://purl.humanatlas.io/vocab/hp
http://purl.obolibrary.org/obo/HP_0000100,Nephrotic syndrome,http://purl.obolibrary.org/obo/HP_0000118,https://purl.humanatlas.io/vocab/hp
http://purl.obolibrary.org/obo/HP_0008659,Multiple small medullary renal cysts,http://purl.obolibrary.org/obo/HP_0000118,https://purl.humanatlas.io/vocab/hp
http://purl.obolibrary.org/obo/HP_0000089,Renal hypoplasia,http://purl.obolibrary.org/obo/HP_0000118,https://purl.humanatlas.io/vocab/hp
http://purl.obolibrary.org/obo/HP_0000081,Duplicated collecting system,http://purl.obolibrary.org/obo/HP_0000118,https://purl.humanatlas.io/vocab/hp
http://purl.obolibrary.org/obo/HP_0000110,Renal dysplasia,http://purl.obolibrary.org/obo/HP_0000118,https://purl.humanatlas.io/vocab/hp
http://purl.obolibrary.org/obo/HP_0001947,Renal tubular acidosis,http://purl.obolibrary.org/obo/HP_0000118,https://purl.humanatlas.io/vocab/hp
http://purl.obolibrary.org/obo/HP_0001920,Renal artery stenosis,http://purl.obolibrary.org/obo/HP_0000118,https://purl.humanatlas.io/vocab/hp
